Avg EV,Bat Ctrl,Fld,Game,Hard Hit%,Hit,Max EV,Name,Org,Pitch Sel,Pos,Raw,Spd,Age,B,Bonus,ETA,FV,Ht,Org Rk,Risk,Sign Mkt,Sign Yr,T,Top 100,Wt,Year,MLB_Debut,Years_Played,Games_Played,WAR_Sum,Years_Before_Debut
,,47.5,32.5,,40.0,,Eguy Rosario,22,,6,47.5,45.0,21.3,1,$300k,2021,40.0,69.0,33.0,,J2,,1,,170.0,2020,2022.0,3,48,0.5,
,,47.5,32.5,,40.0,,Eguy Rosario,22,,6,47.5,45.0,21.8,1,$300k,2022,40.0,69.0,26.0,,J2,2015.0,1,,170.0,2021,2022.0,3,48,0.5,7.0
,,52.5,55.0,,45.0,,Fernando Tatis Jr.,22,,33,65.0,60.0,21.4,1,,2019,65.0,75.0,1.0,,J2,2015,1,3.0,185.0,2019,2019.0,5,516,21.1,4.0
,,45.0,45.0,,47.5,,Royce Lewis,16,,33,52.5,60.0,21.0,1,$6.7M,2020,65.0,74.0,1.0,,Draft,2017,1,6.0,188.0,2019,2022.0,3,152,4.1,5.0
,,45.0,45.0,,47.5,,Royce Lewis,16,,33,52.5,60.0,22.0,1,$6.7M,2022,55.0,74.0,3.0,,Draft,2017.0,1,47.0,200.0,2021,2022.0,3,152,4.1,5.0
,,45.0,45.0,,47.5,,Royce Lewis,16,,33,52.5,60.0,23.2,1,$6.7M,2022,50.0,74.0,2.0,,Draft,2017.0,1,72.0,215.0,2022,2022.0,3,152,4.1,5.0
,,45.0,45.0,,47.5,,Royce Lewis,16,,33,52.5,60.0,24.2,1,$6.7M,2023,50.0,74.0,2.0,,Draft,2017.0,1,60.0,215.0,2023,2022.0,2,140,3.6,6.0
,,47.5,47.5,,52.5,,Bo Bichette,29,,33,60.0,45.0,22.3,1,,2020,60.0,72.0,2.0,,Draft,2016,1,9.0,200.0,2019,2019.0,6,609,15.8,3.0
,,52.5,60.0,,40.0,,Jo Adell,12,,25,70.0,57.5,21.2,1,,2021,60.0,75.0,1.0,,Draft,2017,1,11.0,215.0,2019,2020.0,5,308,-1.0,3.0
,,62.5,47.5,,47.5,,Taylor Trammell,6,,19,55.0,70.0,22.7,0,$3.2M,2021,60.0,74.0,2.0,,Draft,2016,0,12.0,195.0,2019,2021.0,4,126,0.5,5.0
,,42.5,50.0,,50.0,,Carter Kieboom,30,,33,57.5,47.5,22.8,1,,2020,60.0,74.0,2.0,,Draft,2016,1,18.0,190.0,2019,2019.0,4,133,-2.2,3.0
,,42.5,50.0,,50.0,,Carter Kieboom,30,,33,57.5,47.5,23.3,1,,2020,60.0,74.0,1.0,,Draft,,1,21.0,190.0,2020,2019.0,3,122,-1.6,
,,52.5,47.5,,45.0,,Gavin Lux,13,,6,57.5,55.0,22.6,0,,2021,55.0,74.0,3.0,,Draft,2016,1,23.0,190.0,2019,2019.0,5,412,6.0,3.0
,,52.5,47.5,,45.0,,Gavin Lux,13,,6,57.5,55.0,23.1,0,,2020,70.0,74.0,1.0,,Draft,,1,2.0,190.0,2020,2019.0,4,389,5.7,
,,57.5,42.5,,55.0,,Nick Madrigal,5,,6,45.0,70.0,23.2,1,$6.4M,2020,55.0,67.0,3.0,,Draft,2018,1,32.0,160.0,2019,2020.0,5,285,2.4,2.0
,,57.5,42.5,,55.0,,Nick Madrigal,5,,6,45.0,70.0,23.7,1,$6.4M,2020,55.0,67.0,4.0,,Draft,,1,41.0,165.0,2020,2020.0,5,285,2.4,
,,57.5,42.5,,55.0,,Nick Madrigal,5,,6,45.0,70.0,24.2,1,$6.4M,2021,55.0,67.0,3.0,,Draft,2018.0,1,36.0,165.0,2021,2020.0,4,256,2.1,3.0
,,57.5,50.0,,37.5,,Joey Bart,24,,11,62.5,35.0,23.5,1,$7.0M,2020,55.0,75.0,1.0,,Draft,2018,1,41.0,225.0,2019,2020.0,5,242,2.3,2.0
,,57.5,50.0,,37.5,,Joey Bart,24,,11,62.5,35.0,22.9,1,$7.0M,2021,60.0,75.0,1.0,,Draft,,1,10.0,235.0,2020,2020.0,5,242,2.3,
,,57.5,50.0,,37.5,,Joey Bart,24,,11,62.5,35.0,24.5,1,$7.0M,2021,50.0,75.0,2.0,,Draft,2018.0,1,51.0,238.0,2021,2020.0,4,209,2.2,3.0
,,57.5,50.0,,37.5,,Joey Bart,24,,11,62.5,35.0,25.6,1,$7.0M,2022,50.0,75.0,4.0,,Draft,2018.0,1,121.0,238.0,2022,2020.0,3,207,2.2,4.0
,,50.0,40.0,,40.0,,Travis Swaggerty,21,,14,60.0,65.0,22.8,0,$4.4M,2021,50.0,71.0,3.0,,Draft,2018,0,56.0,180.0,2019,2022.0,1,5,-0.2,4.0
,,50.0,40.0,,40.0,,Travis Swaggerty,21,,14,60.0,65.0,23.3,0,$4.4M,2022,50.0,71.0,4.0,,Draft,,0,61.0,180.0,2020,2022.0,1,5,-0.2,
,,50.0,40.0,,40.0,,Travis Swaggerty,21,,14,60.0,65.0,23.8,0,$4.4M,2022,50.0,71.0,9.0,,Draft,2018.0,0,131.0,180.0,2021,2022.0,1,5,-0.2,4.0
,,50.0,40.0,,40.0,,Travis Swaggerty,21,,14,60.0,65.0,25.0,0,$4.4M,2023,45.0,70.0,13.0,,Draft,2018.0,0,,200.0,2022,2022.0,1,5,-0.2,4.0
,,50.0,40.0,,40.0,,Travis Swaggerty,21,,14,60.0,65.0,25.9,0,$4.4M,2023,40.0,70.0,31.0,,Draft,2018.0,0,,200.0,2023,2022.0,0,0,0.0,
,,42.5,45.0,,55.0,,Francisco Mejía,22,,11,55.0,47.5,24.6,2,,2019,50.0,70.0,6.0,,J2,2012,1,59.0,175.0,2019,2019.0,5,323,1.5,7.0
,,42.5,45.0,,35.0,,Oneil Cruz,21,,14,75.0,52.5,21.7,0,$950k,2021,50.0,79.0,4.0,,J2,2015,1,62.0,175.0,2019,2021.0,4,244,4.6,6.0
,,45.0,50.0,,40.0,,Alec Bohm,20,,8,67.5,45.0,23.9,1,,2021,50.0,77.0,2.0,,Draft,2018,1,66.0,240.0,2019,2020.0,5,599,7.3,2.0
,,45.0,50.0,,40.0,,Alec Bohm,20,,8,67.5,45.0,24.4,1,,2020,50.0,77.0,2.0,,Draft,,1,56.0,240.0,2020,2020.0,5,599,7.3,
,,52.5,42.5,,42.5,,Jonathan India,6,,8,55.0,47.5,23.5,1,$5.3M,2020,50.0,72.0,4.0,,Draft,2018,1,75.0,200.0,2019,2021.0,4,523,7.3,3.0
,,52.5,42.5,,42.5,,Jonathan India,6,,8,55.0,47.5,24.0,1,$5.3M,2021,47.5,72.0,5.0,,Draft,,1,,200.0,2020,2021.0,4,523,7.3,
,,52.5,42.5,,42.5,,Jonathan India,6,,8,55.0,47.5,24.5,1,$5.3M,2021,45.0,72.0,7.0,,Draft,2018.0,1,,200.0,2021,2021.0,4,523,7.3,3.0
,,52.5,45.0,,50.0,,Yusniel Díaz,2,,25,50.0,50.0,23.7,1,$15.5M,2019,50.0,73.0,2.0,,J2,2015,1,81.0,195.0,2019,2022.0,1,1,0.0,7.0
,,52.5,45.0,,50.0,,Yusniel Díaz,2,,25,50.0,50.0,24.2,1,$15.5M,2020,45.0,73.0,6.0,,J2,,1,,195.0,2020,2022.0,1,1,0.0,
,,52.5,45.0,,50.0,,Yusniel Díaz,2,,25,50.0,50.0,24.7,1,$15.5M,2021,40.0,73.0,19.0,,J2,2015.0,1,,210.0,2021,2022.0,1,1,0.0,7.0
,,47.5,35.0,,42.5,,Jarred Kelenic,23,,14,55.0,52.5,20.9,0,$4.5M,2021,50.0,73.0,3.0,,Draft,2018,0,84.0,196.0,2019,2021.0,4,383,1.1,3.0
,,47.5,35.0,,42.5,,Jarred Kelenic,23,,14,55.0,52.5,21.4,0,$4.5M,2021,60.0,73.0,2.0,,Draft,,0,11.0,196.0,2020,2021.0,4,383,1.1,
,,42.5,45.0,,35.0,,Nolan Gorman,25,,8,70.0,40.0,20.1,0,$3.2M,2021,50.0,73.0,3.0,,Draft,2018,1,85.0,210.0,2019,2022.0,3,315,3.4,4.0
,,42.5,45.0,,35.0,,Nolan Gorman,25,,8,70.0,40.0,20.6,0,$3.2M,2021,55.0,73.0,1.0,,Draft,,1,38.0,215.0,2020,2022.0,3,315,3.4,
,,42.5,45.0,,35.0,,Nolan Gorman,25,,8,70.0,40.0,21.1,0,$3.2M,2022,55.0,73.0,2.0,,Draft,2018.0,1,37.0,215.0,2021,2022.0,3,315,3.4,4.0
,,42.5,45.0,,35.0,,Nolan Gorman,25,,8,70.0,40.0,22.2,0,$3.2M,2022,50.0,73.0,3.0,,Draft,2018.0,1,58.0,230.0,2022,2022.0,3,315,3.4,4.0
,,45.0,45.0,,45.0,,Brandon Marsh,12,,14,57.5,57.5,22.5,0,$1.1M,2020,50.0,74.0,3.0,,Draft,2016,1,91.0,200.0,2019,2021.0,4,472,8.2,5.0
,,45.0,45.0,,45.0,,Brandon Marsh,12,,14,57.5,57.5,23.0,0,$1.1M,2020,55.0,74.0,2.0,,Draft,,1,36.0,200.0,2020,2021.0,4,472,8.2,
,,45.0,45.0,,45.0,,Brandon Marsh,12,,14,57.5,57.5,23.5,0,$1.1M,2021,60.0,74.0,1.0,,Draft,2016.0,1,14.0,215.0,2021,2021.0,4,472,8.2,5.0
,,42.5,50.0,,37.5,,Tristen Lutz,15,,25,70.0,47.5,21.8,1,$2.4M,2022,50.0,75.0,2.0,,Draft,2017,1,97.0,210.0,2019,,0,0,0.0,
,,42.5,50.0,,37.5,,Tristen Lutz,15,,25,70.0,47.5,21.8,1,$2.4M,2022,47.5,75.0,3.0,,Draft,,1,,210.0,2020,,0,0,0.0,
,,42.5,50.0,,37.5,,Tristen Lutz,15,,25,70.0,47.5,22.8,1,$2.4M,2022,42.5,75.0,17.0,,Draft,2017.0,1,,210.0,2021,,0,0,0.0,
,,42.5,47.5,,42.5,,Trevor Larnach,16,,25,65.0,45.0,23.3,0,$2.6M,2020,50.0,76.0,4.0,,Draft,2018,1,99.0,215.0,2019,2021.0,4,300,3.7,3.0
,,42.5,47.5,,42.5,,Trevor Larnach,16,,25,65.0,45.0,23.8,0,$2.6M,2021,50.0,76.0,2.0,,Draft,,1,55.0,223.0,2020,2021.0,4,300,3.7,
,,42.5,47.5,,42.5,,Trevor Larnach,16,,25,65.0,45.0,24.3,0,$2.6M,2021,55.0,76.0,2.0,,Draft,2018.0,1,34.0,223.0,2021,2021.0,4,300,3.7,3.0
,,47.5,40.0,,45.0,,Nico Hoerner,4,,6,50.0,55.0,23.1,1,,2020,50.0,71.0,2.0,,Draft,2018,1,105.0,195.0,2019,2019.0,6,548,14.8,1.0
,,47.5,40.0,,45.0,,Nico Hoerner,4,,6,50.0,55.0,23.6,1,,2020,50.0,71.0,1.0,,Draft,,1,46.0,200.0,2020,2019.0,5,528,14.4,
,,50.0,42.5,,42.5,,Brayan Rocchio,7,,33,30.0,60.0,18.2,2,$125k,2022,50.0,70.0,4.0,,J2,2017,1,110.0,150.0,2019,2023.0,2,166,0.8,6.0
,,50.0,42.5,,42.5,,Brayan Rocchio,7,,33,30.0,60.0,19.9,2,$125k,2022,50.0,70.0,4.0,,J2,,1,112.0,150.0,2020,2023.0,2,166,0.8,
,,50.0,42.5,,42.5,,Brayan Rocchio,7,,33,30.0,60.0,20.4,2,$125k,2022,50.0,70.0,4.0,,J2,2017.0,1,82.0,160.0,2021,2023.0,2,166,0.8,6.0
,,50.0,42.5,,42.5,,Brayan Rocchio,7,,33,30.0,60.0,21.6,2,$125k,2023,50.0,70.0,2.0,,J2,2017.0,1,48.0,175.0,2022,2023.0,2,166,0.8,6.0
,,50.0,42.5,,42.5,,Brayan Rocchio,7,,33,30.0,60.0,22.5,2,$125k,2023,50.0,70.0,2.0,,J2,2017.0,1,68.0,175.0,2023,2023.0,2,166,0.8,6.0
,,50.0,42.5,,42.5,,Brayan Rocchio,7,,33,30.0,60.0,23.5,2,$125k,2024,50.0,70.0,2.0,,J2,2017.0,1,63.0,185.0,2024,2023.0,1,143,1.4,7.0
,,42.5,47.5,,52.5,,Isaac Paredes,9,,8,50.0,35.0,21.3,1,$800k,2021,50.0,71.0,4.0,,J2,2015,1,118.0,225.0,2019,2020.0,5,464,9.6,5.0
,,42.5,47.5,,52.5,,Isaac Paredes,9,,8,50.0,35.0,21.8,1,$800k,2021,50.0,71.0,5.0,,J2,,1,120.0,225.0,2020,2020.0,5,464,9.6,
,,42.5,47.5,,52.5,,Isaac Paredes,9,,8,50.0,35.0,22.3,1,$800k,2021,45.0,71.0,9.0,,J2,2015.0,1,,213.0,2021,2020.0,4,430,9.9,6.0
,,42.5,47.5,,35.0,,Corey Ray,15,,14,60.0,70.0,25.7,0,,2019,50.0,71.0,3.0,,Draft,2016,0,123.0,185.0,2019,2021.0,1,1,0.0,5.0
,,42.5,47.5,,35.0,,Corey Ray,15,,14,60.0,70.0,25.7,0,,2020,42.5,71.0,9.0,,Draft,,0,,185.0,2020,2021.0,1,1,0.0,
,,35.0,42.5,,50.0,,Yordan Alvarez,10,,17,65.0,42.5,23.0,0,,2020,50.0,77.0,7.0,,J2,2015,0,125.0,225.0,2019,2019.0,6,629,24.0,4.0
,,42.5,42.5,,47.5,,Jahmai Jones,12,,6,50.0,60.0,22.9,1,$1.1M,2021,50.0,71.0,5.0,,Draft,2015,1,128.0,210.0,2019,2020.0,4,69,-1.0,5.0
,,42.5,42.5,,47.5,,Jahmai Jones,12,,6,50.0,60.0,23.4,1,$1.1M,2021,42.5,71.0,11.0,,Draft,,1,,210.0,2020,2020.0,4,69,-1.0,
,,42.5,45.0,,42.5,,Shed Long Jr.,23,,6,55.0,55.0,24.8,0,,2019,50.0,68.0,6.0,,Draft,2013,1,132.0,180.0,2019,2019.0,3,110,-0.3,6.0
,,50.0,50.0,,37.5,,Triston Casas,3,,0,75.0,35.0,20.4,0,$2.6M,2022,45.0,76.0,1.0,,Draft,2018,1,,238.0,2019,2022.0,3,222,2.7,4.0
,,50.0,50.0,,37.5,,Triston Casas,3,,0,75.0,35.0,20.9,0,$2.6M,2023,50.0,76.0,2.0,,Draft,,1,57.0,238.0,2020,2022.0,3,222,2.7,
,,50.0,50.0,,37.5,,Triston Casas,3,,0,75.0,35.0,21.4,0,$2.6M,2023,55.0,76.0,1.0,,Draft,2018.0,1,42.0,252.0,2021,2022.0,3,222,2.7,4.0
,,50.0,50.0,,37.5,,Triston Casas,3,,0,75.0,35.0,22.5,0,$2.6M,2023,55.0,76.0,1.0,,Draft,2018.0,1,19.0,252.0,2022,2022.0,3,222,2.7,4.0
,,50.0,50.0,,37.5,,Triston Casas,3,,0,75.0,35.0,23.5,0,$2.6M,2023,55.0,76.0,3.0,,Draft,2018.0,1,29.0,252.0,2023,2022.0,2,195,2.4,5.0
,,45.0,40.0,,35.0,,Marco Luciano,24,,33,65.0,50.0,18.7,1,$2.6M,2023,47.5,74.0,3.0,,J2,2018,1,,180.0,2019,2023.0,2,41,-0.7,5.0
,,45.0,40.0,,35.0,,Marco Luciano,24,,33,65.0,50.0,18.1,1,$2.6M,2023,55.0,74.0,2.0,,J2,,1,24.0,180.0,2020,2023.0,2,41,-0.7,
,,45.0,40.0,,35.0,,Marco Luciano,24,,33,65.0,50.0,19.6,1,$2.6M,2023,60.0,74.0,1.0,,J2,2018.0,1,8.0,208.0,2021,2023.0,2,41,-0.7,5.0
,,45.0,40.0,,35.0,,Marco Luciano,24,,33,65.0,50.0,20.8,1,$2.6M,2024,55.0,74.0,1.0,,J2,2018.0,1,20.0,208.0,2022,2023.0,2,41,-0.7,5.0
,,52.5,30.0,,40.0,,Luis Garcia,20,,33,45.0,55.0,19.6,2,$2.5M,2023,47.5,71.0,4.0,,J2,2017,1,,170.0,2019,2018.0,6,828,2.2,2.0
,,52.5,30.0,,40.0,,Luis Garcia,20,,33,45.0,55.0,20.1,2,$2.5M,2023,45.0,71.0,4.0,,J2,,1,,170.0,2020,2018.0,5,764,2.2,
,,52.5,30.0,,40.0,,Luis Garcia,20,,33,45.0,55.0,20.6,2,$2.5M,2023,45.0,71.0,9.0,,J2,2017.0,1,,170.0,2021,2018.0,4,708,2.7,4.0
,,47.5,40.0,,40.0,,Antonio Cabello,18,,14,55.0,62.5,19.6,1,$1.4M,2023,47.5,70.0,4.0,,J2,2017,1,,160.0,2019,,0,0,0.0,
,,47.5,40.0,,40.0,,Antonio Cabello,18,,14,55.0,62.5,20.1,1,$1.4M,2022,42.5,70.0,14.0,,J2,,1,,160.0,2020,,0,0,0.0,
,,47.5,40.0,,40.0,,Antonio Cabello,18,,14,55.0,62.5,20.6,1,$1.4M,2022,40.0,70.0,23.0,,J2,2017.0,1,,200.0,2021,,0,0,0.0,
,,45.0,42.5,,37.5,,Austin Beck,19,,14,62.5,57.5,21.6,1,,2021,45.0,73.0,4.0,,Draft,2017,1,,200.0,2019,,0,0,0.0,
,,45.0,42.5,,37.5,,Austin Beck,19,,14,62.5,57.5,22.1,1,,2021,42.5,73.0,10.0,,Draft,,1,,200.0,2020,,0,0,0.0,
,,47.5,47.5,,37.5,,Dylan Carlson,25,,25,57.5,45.0,21.6,2,$1.4M,2020,45.0,75.0,4.0,,Draft,2016,0,,195.0,2019,2020.0,5,484,4.1,4.0
,,55.0,32.5,,32.5,,Brice Turang,15,,33,50.0,60.0,20.6,0,$3.4M,2022,45.0,73.0,4.0,,Draft,2018,1,,170.0,2019,2023.0,2,292,2.7,5.0
,,55.0,32.5,,32.5,,Brice Turang,15,,33,50.0,60.0,20.5,0,$3.4M,2023,50.0,73.0,1.0,,Draft,,1,104.0,170.0,2020,2023.0,2,292,2.7,
,,55.0,32.5,,32.5,,Brice Turang,15,,33,50.0,60.0,21.5,0,$3.4M,2023,45.0,73.0,5.0,,Draft,2018.0,1,,173.0,2021,2023.0,2,292,2.7,5.0
,,55.0,32.5,,32.5,,Brice Turang,15,,33,50.0,60.0,22.7,0,$3.4M,2023,45.0,73.0,5.0,,Draft,2018.0,1,,173.0,2022,2023.0,2,292,2.7,5.0
,,55.0,32.5,,32.5,,Brice Turang,15,,33,50.0,60.0,23.7,0,$3.4M,2023,50.0,73.0,2.0,,Draft,2018.0,1,72.0,173.0,2023,2023.0,2,292,2.7,5.0
,,50.0,37.5,,35.0,,MJ Melendez,11,,11,57.5,42.5,21.5,0,$2.1M,2022,45.0,73.0,4.0,,Draft,2017,0,,185.0,2019,2022.0,3,412,-0.2,5.0
,,50.0,37.5,,35.0,,MJ Melendez,11,,11,57.5,42.5,22.0,0,$2.1M,2022,42.5,73.0,10.0,,Draft,,0,,210.0,2020,2022.0,3,412,-0.2,
,,50.0,37.5,,35.0,,MJ Melendez,11,,11,57.5,42.5,22.5,0,$2.1M,2022,42.5,73.0,13.0,,Draft,2017.0,0,,210.0,2021,2022.0,3,412,-0.2,5.0
,,50.0,37.5,,35.0,,MJ Melendez,11,,11,57.5,42.5,23.7,0,$2.1M,2022,55.0,73.0,2.0,,Draft,2017.0,1,24.0,220.0,2022,2022.0,3,412,-0.2,5.0
,,50.0,35.0,,40.0,,Antoni Flores,3,,33,50.0,47.5,19.7,1,$1.4M,2023,42.5,73.0,4.0,,J2,2017,1,,190.0,2019,,0,0,0.0,
,,50.0,35.0,,40.0,,Antoni Flores,3,,33,50.0,47.5,20.2,1,$1.4M,2023,40.0,73.0,17.0,,J2,,1,,190.0,2020,,0,0,0.0,
,,47.5,37.5,,35.0,,Jordan Groshans,29,,8,62.5,52.5,20.6,1,$3.4M,2022,47.5,76.0,5.0,,Draft,2018,1,,190.0,2019,2022.0,1,17,-0.1,4.0
,,47.5,37.5,,35.0,,Jordan Groshans,29,,8,62.5,52.5,21.1,1,$3.4M,2023,50.0,76.0,3.0,,Draft,,1,80.0,190.0,2020,2022.0,1,17,-0.1,
,,47.5,37.5,,35.0,,Jordan Groshans,29,,8,62.5,52.5,21.6,1,$3.4M,2023,50.0,76.0,7.0,,Draft,2018.0,1,80.0,190.0,2021,2022.0,1,17,-0.1,4.0
,,47.5,37.5,,35.0,,Jordan Groshans,29,,8,62.5,52.5,22.7,1,$3.4M,2023,45.0,76.0,5.0,,Draft,2018.0,1,,190.0,2022,2022.0,1,17,-0.1,4.0
,,45.0,35.0,,30.0,,Shervyen  Newton,17,,33,55.0,50.0,21.1,2,$50k,2022,47.5,76.0,5.0,,J2,2015,1,,180.0,2019,,0,0,0.0,
,,45.0,35.0,,30.0,,Shervyen  Newton,17,,33,55.0,50.0,21.6,2,$50k,2022,40.0,76.0,10.0,,Draft,,1,,180.0,2020,,0,0,0.0,
,,45.0,35.0,,30.0,,Shervyen  Newton,17,,33,55.0,50.0,22.1,2,$50k,2022,40.0,76.0,11.0,,J2,2015.0,1,,215.0,2021,,0,0,0.0,
,,47.5,42.5,,37.5,,Jorge Mateo,19,,33,55.0,80.0,25.0,1,,2019,45.0,72.0,5.0,,J2,2011,1,,188.0,2019,2020.0,5,445,4.3,9.0
,,42.5,50.0,,47.5,,Colton Welker,8,,0,57.5,32.5,22.7,1,$855k,2021,45.0,74.0,5.0,,Draft,2016,1,,195.0,2019,2021.0,1,19,-0.4,5.0
,,52.5,35.0,,35.0,,Jordyn Adams,12,,14,55.0,80.0,20.6,1,$4.1M,2023,47.5,74.0,6.0,,Draft,2018,1,,180.0,2019,2023.0,2,28,-1.1,5.0
,,52.5,35.0,,35.0,,Jordyn Adams,12,,14,55.0,80.0,21.2,1,$4.1M,2023,50.0,74.0,3.0,,Draft,,1,79.0,180.0,2020,2023.0,2,28,-1.1,
,,52.5,35.0,,35.0,,Jordyn Adams,12,,14,55.0,80.0,21.6,1,$4.1M,2023,50.0,74.0,2.0,,Draft,2018.0,1,95.0,180.0,2021,2023.0,2,28,-1.1,5.0
,,52.5,35.0,,35.0,,Jordyn Adams,12,,14,55.0,80.0,22.8,1,$4.1M,2023,42.5,74.0,11.0,,Draft,2018.0,1,,180.0,2022,2023.0,2,28,-1.1,5.0
,,52.5,35.0,,35.0,,Jordyn Adams,12,,14,55.0,80.0,23.8,1,$4.1M,2023,37.5,74.0,28.0,,Draft,2018.0,1,,181.0,2023,2023.0,2,28,-1.1,5.0
,,55.0,37.5,,47.5,,Victor Victor Mesa,14,,14,50.0,65.0,23.9,1,,2020,47.5,71.0,6.0,,J2,2018,1,,185.0,2019,,0,0,0.0,
,,55.0,37.5,,47.5,,Victor Victor Mesa,14,,14,50.0,65.0,24.4,1,,2020,40.0,71.0,32.0,,J2,,1,,185.0,2020,,0,0,0.0,
,,45.0,40.0,,40.0,,Bo Naylor,7,,11,57.5,45.0,19.1,0,$2.6M,2022,47.5,72.0,6.0,,Draft,2018,1,,205.0,2019,2022.0,3,195,3.7,4.0
,,45.0,40.0,,40.0,,Bo Naylor,7,,11,57.5,45.0,20.8,0,$2.6M,2022,47.5,72.0,8.0,,Draft,,1,,205.0,2020,2022.0,3,195,3.7,
,,45.0,40.0,,40.0,,Bo Naylor,7,,11,57.5,45.0,21.3,0,$2.6M,2023,50.0,72.0,7.0,,Draft,2018.0,1,122.0,205.0,2021,2022.0,3,195,3.7,4.0
,,45.0,40.0,,40.0,,Bo Naylor,7,,11,57.5,45.0,22.4,0,$2.6M,2023,40.0,72.0,28.0,,Draft,2018.0,1,,205.0,2022,2022.0,3,195,3.7,4.0
,,45.0,40.0,,40.0,,Bo Naylor,7,,11,57.5,45.0,23.4,0,$2.6M,2023,50.0,72.0,1.0,,Draft,2018.0,1,48.0,220.0,2023,2022.0,2,190,3.9,5.0
,,50.0,30.0,,40.0,,Geraldo Perdomo,0,,33,47.5,57.5,20.6,1,$70k,2022,47.5,74.0,6.0,,J2,2016,1,,184.0,2019,2021.0,4,401,5.3,5.0
,,50.0,30.0,,40.0,,Geraldo Perdomo,0,,33,47.5,57.5,21.1,2,$70k,2021,50.0,75.0,4.0,,J2,,1,91.0,184.0,2020,2021.0,4,401,5.3,
,,50.0,30.0,,40.0,,Geraldo Perdomo,0,,33,47.5,57.5,21.6,2,$70k,2021,50.0,75.0,4.0,,J2,2016.0,1,96.0,184.0,2021,2021.0,4,401,5.3,5.0
,,50.0,30.0,,40.0,,Geraldo Perdomo,0,,33,47.5,57.5,22.8,2,$70k,2022,50.0,75.0,5.0,,J2,2016.0,1,89.0,203.0,2022,2021.0,3,390,5.1,6.0
,,47.5,37.5,,45.0,,Jameson Hannah,19,,14,45.0,60.0,22.8,0,$1.8M,2021,45.0,71.0,6.0,,Draft,2018,0,,190.0,2019,,0,0,0.0,
,,42.5,42.5,,50.0,,Kevin Kramer,21,,6,45.0,40.0,26.7,0,,2019,45.0,73.0,6.0,,Draft,2015,1,,190.0,2019,2018.0,1,22,-0.4,4.0
,,42.5,42.5,,50.0,,Kevin Kramer,21,,6,45.0,40.0,27.2,0,,2020,40.0,73.0,20.0,,Draft,,1,,190.0,2020,2018.0,0,0,0.0,
,,47.5,35.0,,40.0,,Ryan Vilade,8,,33,57.5,42.5,21.3,1,$1.4M,2022,45.0,74.0,6.0,,Draft,2017,1,,194.0,2019,2021.0,2,20,-0.5,4.0
,,45.0,42.5,,37.5,,Cole Roederer,4,,14,52.5,52.5,20.7,0,$1.2M,2022,45.0,72.0,6.0,,Draft,2018,0,,175.0,2019,,0,0,0.0,
,,45.0,45.0,,37.5,,Jhon Torres,25,,25,60.0,45.0,20.2,1,$150k,2023,42.5,76.0,6.0,,J2,2016,1,,200.0,2019,,0,0,0.0,
,,45.0,45.0,,37.5,,Jhon Torres,25,,25,60.0,45.0,20.7,1,$150k,2023,42.5,76.0,9.0,,J2,,1,,200.0,2020,,0,0,0.0,
,,45.0,45.0,,37.5,,Jhon Torres,25,,25,60.0,45.0,21.2,1,$150k,2023,42.5,76.0,9.0,,J2,2016.0,1,,200.0,2021,,0,0,0.0,
,,45.0,40.0,,35.0,,Nick Decker,3,,25,57.5,47.5,20.7,0,$1.3M,2023,42.5,72.0,6.0,,Draft,2018,0,,200.0,2019,,0,0,0.0,
,,45.0,40.0,,35.0,,Nick Decker,3,,25,57.5,47.5,21.2,0,$1.3M,2023,40.0,72.0,14.0,,Draft,,0,,200.0,2020,,0,0,0.0,
,,45.0,40.0,,35.0,,Nick Decker,3,,25,57.5,47.5,21.7,0,$1.3M,2023,40.0,72.0,26.0,,Draft,2018.0,0,,207.0,2021,,0,0,0.0,
,,45.0,40.0,,35.0,,Nick Decker,3,,25,57.5,47.5,22.8,0,$1.3M,2023,40.0,72.0,31.0,,Draft,2018.0,0,,207.0,2022,,0,0,0.0,
,,45.0,35.0,,40.0,,Jeter Downs,13,,6,47.5,42.5,20.8,1,$1.8M,2021,47.5,71.0,7.0,,Draft,2017,1,,180.0,2019,2022.0,2,20,-0.2,5.0
,,45.0,45.0,,40.0,,Julio Rodríguez,23,,25,60.0,42.5,19.5,1,$1.8M,2022,47.5,75.0,7.0,,J2,2017,1,,205.0,2019,2022.0,3,430,15.2,5.0
,,45.0,45.0,,40.0,,Julio Rodríguez,23,,25,60.0,42.5,20.0,1,$1.8M,2022,60.0,75.0,1.0,,J2,,1,9.0,225.0,2020,2022.0,3,430,15.2,
,,45.0,45.0,,40.0,,Julio Rodríguez,23,,25,60.0,42.5,20.4,1,$1.8M,2022,60.0,75.0,2.0,,J2,2017.0,1,18.0,210.0,2021,2022.0,3,430,15.2,5.0
,,42.5,45.0,,42.5,,Kevin Smith,29,,33,55.0,50.0,23.9,1,$405k,2020,45.0,73.0,7.0,,Draft,2017,1,,188.0,2019,2021.0,4,116,-0.9,4.0
,,42.5,45.0,,42.5,,Kevin Smith,29,,33,55.0,50.0,24.4,1,$405k,2021,40.0,73.0,18.0,,Draft,,1,,188.0,2020,2021.0,4,116,-0.9,
